標題,地址,屋齡,類型,建坪,主+陽,格局,樓層,車位,總價(萬),編號
摩根精美小豪邸台北摩根,台北市松山區南京東路五段,16.5年,大樓,16.77,10.63,1房1廳1衛,7樓/18樓,無車位,1820,1424XJ
西門町獅子林商場２,台北市萬華區西寧南路,46.8年,店面,6.79,2.96,1廳,2樓/10樓,無車位,328,7592AF
西門町獅子林商場１,台北市萬華區西寧南路,46.8年,店面,8.13,3.44,1廳,2樓/10樓,無車位,368,9041QG
明水路稀有美屋皇普河畔,台北市中山區明水路,29.4年,大樓,15.17,10.79,2房2廳2衛1室(含加蓋1房1衛),2-3樓/16樓,無車位,1780,5870HU
景觀邊間ＥＡＴ雙面採光,台北市信義區忠孝東路五段,20.4年,套房/大樓,12.51,8.42,2房1廳1衛(含加蓋1房),8樓/11樓,無車位,2238,6181JX
景觀捷運四房濱湖名宮,台北市內湖區民權東路六段,38.9年,大樓,60.43,49.68,4房2廳2衛,7樓/12樓,無車位,4280,82835Y
內科近捷運廠辦車位足,台北市內湖區內湖路一段,27.2年,辦公/廠房,319.56,143.62,2廳10室,7樓/8樓,兩個以上車位,14990,72528Q
近加蚋捷運站大空間美寓,台北市萬華區萬大路,53.3年,公寓,40.95,40.95,2房2廳2衛,4樓/4樓,無車位,1998,3063LH
皇普河畔小資首選皇普河畔,台北市中山區明水路,29.4年,大樓,13.67,9.99,2房1廳1衛(含加蓋1房),14-15樓/16樓,無車位,1588,3174ND
中山商圈４米７傳奇店面,台北市中山區中山北路二段,49.4年,店面/公寓,31.19,27.39,5房2廳2衛(含加蓋3房1衛),1樓/4樓,無車位,9800,7144BF
門前停車方便面寬一樓,台北市萬華區和平西路三段,49.1年,公寓,48.1,28.35,3房2廳2衛,B1-1樓/5樓,無車位,2780,8478WL
後棟捷豹採光兩房,台北市中山區長春路,17.8年,大樓,20.82,10.66,2房2廳1衛(含加蓋2房),6樓/12樓,塔式車位,1998,6931BW
遠眺山景陽光宅,台北市中山區建國北路三段,40.4年,公寓,44.25,37.62,3房2廳2衛,3樓/5樓,無車位,3500,1948PK
舊莊一樓大空間,台北市南港區舊莊街一段,52.0年,公寓,29.78,23.1,5房2廳2衛(含加蓋1廳1衛),1樓/4樓,無車位,2500,4248XU
中正國中近東門二樓公寓,台北市中正區信義路二段,50.4年,公寓,21.07,21.06,2房2廳1衛,2樓/4樓,無車位,2488,9762DX
大直⭐水綠清翫⭐８樓水綠清翫,台北市中山區北安路,6.6年,大樓,156.34,65.43,4房2廳5衛,8樓/17樓,兩個以上車位,22880,0294DT
森大直Ｃ１０,台北市內湖區文湖街,7.8年,華廈,31.87,16.49,1廳1衛,10樓/10樓,塔式車位,2750,20737N
北歐客廳綠野仙蹤大戶北歐客廳,台北市北投區知行路,14.1年,大樓,130.39,66.02,5房2廳3衛2室(含加蓋1室),8-9樓/11樓,兩個以上車位,9103,2929RK
好社區●近辛亥捷運美寓,台北市文山區辛亥路四段,43.0年,公寓,33.61,33.61,3房2廳1衛1室,5樓/5樓,無車位,1825,7875LH
大安仁愛角間大店面,台北市大安區仁愛路三段,42.8年,店面,158.27,62.2,2房1廳2衛2室(含加蓋1衛2室),1樓/7樓,無車位,19876,81819X
人潮雙捷松江南京金店,台北市中山區吉林路,35.1年,店面,21.25,18.21,1廳1衛,1樓/5樓,無車位,3280,26209U
陽明山泳池別墅珠寶盒,台北市士林區仰德大道三段,54.2年,別墅/透天,76.21,76.21,4房3廳4衛2室,1-1樓/1樓,無車位,18000,13133U
信義★凱廈大戶面山★大景凱廈,台北市信義區松德路,31.0年,大樓,115.06,69.6,5房2廳4衛1室(含加蓋1衛),19-20樓/23樓,坡道平面車位,12888,5247RF
隱自然電梯兩房雙衛浴大自然世界,台北市北投區行義路,40.8年,華廈,18.49,12.05,2房2廳2衛(含加蓋1房1衛),7樓/7樓,無車位,1488,7869JN
木新方正三房雅寓,台北市文山區木新路三段,42.3年,公寓,35.94,30.79,3房2廳2衛,3樓/4樓,無車位,2200,9795YZ
吉林靜巷稀有一樓,台北市中山區吉林路,59.1年,公寓/店面,25.17,25.17,1廳2衛,1樓/3樓,無車位,2800,2311QJ
新東街方正１樓,台北市松山區新東街,51.2年,公寓/店面,34.97,32.1,3房2廳2衛,1樓/4樓,無車位,3680,8167RM
敦南榕馨管理五房榕馨華廈,台北市大安區敦化南路二段,45.0年,華廈,61.72,53.57,5房2廳2衛,3樓/7樓,無車位,6388,4699HP
【復興南】商業金店面三普安和大樓,台北市大安區復興南路一段,43.8年,店面,24.74,15.68,1廳1衛,1樓/16樓,無車位,7500,3006AZ
近文德站低總電梯成家美築,台北市內湖區文德路,19.5年,華廈,14.68,7.21,1房2廳1衛,3樓/10樓,坡道機械車位,1198,2322ZR
南海１號苑通風兩房車位,台北市中正區南海路,0.7年,華廈,37.33,15.98,2房2廳1衛,3樓/7樓,塔式車位,3388,0879RL
Ｖｉｌｌａ頂客家庭首選萬芳VILLA,台北市文山區萬芳路,20.7年,大樓,39.16,17.12,2房2廳1衛2室(含加蓋1房),10樓/12樓,坡道平面車位,2768,3266CR
陽明大苑全新面寬挑高店面,台北市士林區基河路,1.6年,店面/辦公,66.65,41.59,2廳1衛,1-2樓/19樓,坡道平面車位,9476,9702MR
．高樓昇陽三房車位．昇陽大地,台北市內湖區金龍路,31.8年,大樓,50.74,25.9,3房2廳1.5衛,8樓/11樓,兩個以上車位,3188,7777NU
名店永流傳１＋２享金店漢特御邸,台北市大同區重慶北路三段,11.1年,店面,62.02,38.27,1房4廳2衛,1-2樓/13樓,無車位,5988,6420NJ
西園國小美透天,台北市萬華區東園街,58.3年,透天,33.99,33.99,4房2廳3衛(含加蓋2房1衛),1-2樓/2樓,無車位,3680,3016FN
奇岩公寓２樓稀有釋出,台北市北投區公館路,55.2年,公寓,14.24,14.24,3房1廳2衛(含加蓋2房1衛),2樓/2樓,無車位,998,7382QL
花園庭院加蓋一樓,台北市萬華區東園街,43.9年,公寓,41.81,37.51,3房2廳2衛(含加蓋1廳),1樓/5樓,無車位,3780,9584RH
士林透天首選河堤靜謐生活,台北市士林區福林路,53.8年,透天,37.13,37.13,6房2廳3衛(含加蓋2房1衛),1-2樓/2樓,無車位,5288,3904BW
士林雙溪國小旁方正透天,台北市士林區明溪街,49.5年,透天,32.19,32.19,3房2廳2衛,1-2樓/2樓,無車位,1880,2843NZ
【臻藏】帛詩華精品首選帛詩華,台北市信義區基隆路二段,10.9年,大樓,34.8,20.91,1房2廳1衛,2樓/15樓,塔式車位,3676,2876PM
敦南小凱悅美景邊間好屋敦南小凱悅,台北市大安區基隆路二段,16.8年,大樓,14.36,7.86,2房1廳1衛(含加蓋1房),13樓/14樓,無車位,1898,2942DN
西湖國小商圈優質一樓,台北市內湖區內湖路一段,44.5年,公寓/店面,42.81,22.64,3房2廳2.5衛,1樓/5樓,無車位,4799,2327YY
民權西路寬敞採光辦公,台北市中山區撫順街,34.9年,辦公,50.89,41.6,3房3廳1衛,2樓/9樓,無車位,4588,8346JX
雙子星三角窗店霸常殷品天廈,台北市大同區延平北路一段,10.4年,店面,140.13,83.46,3廳3衛2室,1-2樓/13樓,兩個以上車位,13800,3138QW
新潤峰耘住家新潤峰耘,台北市松山區寶清街,7.9年,大樓,46.81,17.53,2房1廳1衛(含加蓋1房),1樓/13樓,兩個以上車位,3688,3434YF
［天母芝園］環境舒適天母芝園,台北市士林區德行東路,37.4年,公寓,52.11,30.43,4房2廳2衛3室(含加蓋1房1室),4-5樓/5樓,坡道平面車位,3580,6797YN
昆陽星鑽獨立梯廳大空間昆陽星鑽C棟,台北市南港區南港路三段,16.6年,辦公/大樓,99.4,51.8,4房2廳2衛,2樓/13樓,兩個以上車位,4980,6443XF
大同高中旁高樓奢華美屋㊣基泰高更,台北市中山區長春路,27.9年,華廈/辦公,67.85,44.76,5房3廳4衛4室(含加蓋3房1廳2衛3室),10樓/10樓,升降平面車位,6380,4664VN
面公園靜巷三樓,台北市文山區木新路三段,42.8年,公寓,31.57,27.17,3房2廳1衛,3樓/5樓,無車位,1680,6648LT
宏普精緻露臺美屋,台北市中山區合江街,32.4年,華廈,21.08,7.47,1房1廳1衛,2樓/7樓,無車位,1758,8261HP
劍潭捷運寬巷子二樓,台北市士林區承德路四段,53.5年,公寓,36.61,36.6,4房2廳2衛(含加蓋1衛),2樓/4樓,無車位,2700,3016HD
✿萬隆挑高四米二金店面✿台大Smart/...,台北市文山區興隆路一段,15.2年,店面,65.94,23.61,1房2廳1衛(含加蓋1房),1樓/9樓,無車位,5288,8613UG
內湖好宅✌捷運電梯兩房,台北市內湖區安康路,27.9年,華廈,34.41,20.39,2房2廳1衛,8樓/9樓,坡道平面車位,2620,3624QS
萬華武成街靜巷透天厝,台北市萬華區武成街,62.4年,透天,18.4,18.4,5房1廳2衛1室(含加蓋1房1室),1-3樓/3樓,無車位,888,8024KB
信義亞緻電梯別墅信義亞緻,台北市信義區松勇路,16.1年,別墅/透天,191.31,119.17,4房3廳5衛,B2-3樓/3樓,兩個以上車位,42000,3419QW
大炁四方正面１０１大炁四方,台北市信義區松勤街,26.9年,大樓,136.77,91.66,5房3廳4衛(含加蓋1廳),7-8樓/12樓,兩個以上車位,19988,8508WF
興隆大空間,台北市文山區興隆路二段,43.0年,公寓,36.54,36.54,4房3廳3衛1室(含加蓋1房1廳1衛1室),5樓/5樓,無車位,2350,1319XB
天母磺溪鋼骨露台聯上天母,台北市士林區天母北路,5.3年,大樓,54.96,28.22,1房2廳2衛,11樓/24樓,坡道平面車位,5968,9557CG
天祥路頂加大空間,台北市中山區天祥路,57.9年,公寓,12.48,12.48,3房2廳2衛(含加蓋2房1廳1衛),3樓/3樓,無車位,2000,6411RN
中山國中僑大花園景觀住辦僑大聯合廣場,台北市中山區民權東路三段,40.9年,大樓/辦公,37.35,28.73,2房2廳1衛,5樓/15樓,無車位,3588,3066MG
【新接】崇德頂大戶美屋,台北市信義區崇德街,36.9年,華廈,74.62,63.28,4房2廳3衛1室,7樓/7樓,無車位,5800,0343TL
葫蘆街低樓層稀有釋出,台北市士林區葫蘆街,49.3年,公寓,33.76,33.76,3房2廳1衛,2樓/4樓,無車位,1520,7291CM
新隆國宅潛力店面新隆社區,台北市中正區愛國東路,40.0年,店面/辦公,49.83,33.52,3房2廳1衛,1-2樓/12樓,無車位,10600,3375KB
⭐可看屋⭐方正大空間,台北市南港區同德路,40.6年,公寓,39.97,36.07,3房2廳2衛,5樓/5樓,無車位,2998,1643SP
中山北麥當勞旁△金店面,台北市士林區中山北路六段,46.0年,店面,53,26.25,1廳1衛1室,B1-1樓/5樓,無車位,9650,80967S
重購退稅好幫手●倉辦店,台北市中山區民生東路三段,44.7年,辦公/店面,83.97,74.76,2廳1衛7室,-1樓/7樓,無車位,3998,97772A
柏園山莊★霸景★泳池別墅,台北市士林區莊頂路,48.7年,別墅/透天,142.84,96.19,6房3廳5衛,1-2樓/2樓,其他,12980,1064HM
東方大廈稀有大戶東方大廈,台北市大安區忠孝東路四段,46.9年,辦公/大樓,45.65,37.82,1房2廳2衛1室,9樓/12樓,無車位,6980,3630PR
大雙子星金博愛店王,台北市中正區博愛路,36.7年,店面,134.32,40.15,3廳2衛,B2-1樓/12樓,無車位,13900,5262RR
民權西路湄雅車位MAYA湄雅之旅,台北市大同區民權西路,17.3年,單售車位,4.18,0,,--,塔式車位,95,1599FR
華榮市場透天雙店面,台北市士林區華榮街,67.2年,店面/透天,36.91,33.58,4房3廳6衛(含加蓋4房1廳5衛),1-2樓/2樓,無車位,10880,1582RW
藝境之巔品味名宅大直藝術廳,台北市中山區明水路,22.6年,大樓,186.93,87.91,5房2廳5衛1室(含加蓋1室),13-14樓/14樓,兩個以上車位,19000,9493MT
新★民權西雙捷運極美３房,台北市中山區撫順街,48.9年,華廈/辦公,28.06,21.26,3房2廳2衛,3樓/8樓,無車位,2798,4819TF
忠孝復興★鑽石金店面,台北市大安區忠孝東路三段,53.2年,店面,47.63,37.43,1廳1衛2室(含加蓋1衛2室),1樓/10樓,無車位,16888,0856BX
陽明山眺大台北櫻花美墅,台北市士林區永公路,56.8年,別墅/透天,71.24,71.24,6房3廳3衛1室(含加蓋1房1廳),1-2樓/2樓,無車位,7988,5906RQ
信義星池捷運２房信義星池,台北市松山區八德路四段,17.7年,大樓,22.6,13.28,3房1廳1衛(含加蓋1房),3樓/14樓,無車位,2258,7476WR
懇請來電＿屋主誠意售店面,台北市中山區北安路,41.9年,店面/辦公,42.2,23.26,3廳2衛2室,B1-2樓/7樓,無車位,5500,9439GR
天母北路邊間大電梯群耀大廈,台北市士林區天母北路,40.2年,華廈/辦公,45.76,38.97,4房2廳2衛,2樓/7樓,無車位,3580,0082WC
碧湖旁美妝高樓大空間西湖園,台北市內湖區內湖路二段,42.5年,大樓,39.21,34.72,2房2廳2衛2室(含加蓋1室),11-12樓/14樓,無車位,2988,8502ST
國泰雙敦稀有頂加敦化名門-C區/...,台北市松山區八德路三段,39.3年,公寓,38.37,33.99,4房3廳3衛(含加蓋2房1廳1衛),5樓/5樓,無車位,3888,5059CH
大土持新生金華大空間,台北市大安區新生南路二段,47.7年,公寓/辦公,57.6,0,5房2廳2衛,-1樓/5樓,無車位,3998,87557P
＊捷運旁＊採光庭院一樓,台北市北投區吉利街,11.3年,華廈,47.07,13.63,3房2廳2衛(含加蓋2房1衛),1樓/9樓,兩個以上車位,3480,19890H
綠華濃精緻裝潢美妝別墅綠華濃,台北市內湖區民權東路六段,20.3年,透天,80.67,51.57,4房2廳5衛1室(含加蓋1房1室),B1-3樓/3樓,其他,7890,90330X
『捷運』安和創業基地首選曼哈頓,台北市大安區文昌街,29.3年,店面,27.68,8.21,2廳1衛2室,B1-1樓/5樓,無車位,2980,5683PL
【榮總】翠映庭園豪邸同德社區,台北市北投區同德街,44.7年,公寓,36.55,31.43,3房3廳3衛1室(含加蓋1廳1衛1室),1樓/5樓,無車位,3888,7299UM
稀有興安有管理中高樓釋出興安國宅東棟,台北市松山區復興北路,40.4年,大樓,31.44,24.81,5房3衛,8樓/14樓,無車位,3150,7804HD
立委稀有庭院大空間,台北市內湖區大湖街,32.7年,華廈,103.06,35.23,5房3廳4衛,B1-1樓/3樓,兩個以上車位,6999,7546TS
⭐信義君址⭐信義君址,台北市信義區松隆路,24.0年,華廈,64.19,40.8,4房2廳2衛,1樓/8樓,塔式車位,9988,3784TH
大湖庭閣一樓大空間大湖庭閣,台北市內湖區民權東路六段,32.6年,大樓,101.72,28.39,3房3廳4衛1室,B1-1樓/15樓,坡道平面車位,5980,3257ZM
天母西路優質美廈,台北市士林區天母西路,43.9年,華廈,44.34,38.95,3房2廳2衛,2樓/7樓,無車位,2980,4331CN
復興口角間大面寬透天,台北市萬華區東園街,59.5年,透天/店面,40.93,35.44,4廳(含加蓋2廳),1-2樓/2樓,無車位,3580,1031FR
陽明山過院來豪宅別墅,台北市士林區中庸二路,17.4年,透天,222.37,131.11,5房4廳5衛3室(含加蓋1衛1室),B1-4樓/4樓,兩個以上車位,13888,4599WT
星雲頂加大空間３＋２,台北市內湖區星雲街,41.7年,公寓,34.11,30.51,5房3廳3衛(含加蓋2房1廳1衛),5樓/5樓,無車位,1988,7749YN
天母東路好公寓,台北市士林區天母東路,39.4年,公寓,36.88,33.31,3房2廳2衛,4樓/5樓,無車位,1980,6996MS
明湖邊間大空間金店面,台北市內湖區東湖路,32.6年,店面,77.03,34.96,3房1廳3衛1室(含加蓋1室),B1-1樓/5樓,無車位,4888,3389QR
青安首選採光二房三樓西園國宅-372...,台北市萬華區西園路二段,49.2年,公寓,18.52,16.76,2房2廳1衛,3樓/5樓,無車位,998,8917DS
雙層空間黃金大坪數金店辦漢特御邸,台北市大同區重慶北路三段,11.1年,辦公/店面,104.01,62.37,1房4廳,1-2樓/13樓,無車位,12000,91953W
天母一層一戶美寓,台北市士林區芝玉路一段,39.9年,公寓,50.88,49.45,5房3廳3衛(含加蓋1房1廳1衛),5樓/5樓,無車位,2780,7460YQ
至善景觀獨棟別墅,台北市士林區至善路二段,54.2年,別墅/透天,68.36,68.36,8房6廳4衛1室(含加蓋1房2廳1衛1室),1-2樓/2樓,其他,7980,3417DJ
榮星１＋１房４米２帶坡平卡爾頓,台北市中山區建國北路三段,10.0年,大樓,30.68,13.33,2房1廳2衛(含加蓋1房1衛),9樓/14樓,坡道平面車位,2780,7054KD
近捷運雲立方大器三房雲立方,台北市內湖區成功路四段,12.3年,大樓,99.66,39.93,4房2廳2衛1室(含加蓋1房1室),3樓/12樓,兩個以上車位,7360,3635BB
芳朵捷運電梯貴族單身首選芳朵,台北市文山區興德路,10.3年,大樓,10.04,6.47,1房1廳1衛(含加蓋1房),3樓/12樓,無車位,1188,6388XV
景華靜巷美寓,台北市文山區景華街,43.8年,公寓,30.84,24.06,2房2廳1衛,4樓/5樓,無車位,1858,1477LQ
遠眺綠意警智三房警智新村,台北市內湖區康寧路一段,26.4年,大樓,41.46,29.17,3房2廳2衛1室,8樓/12樓,無車位,3080,2859TY
正大安路質感大金店荷庭,台北市大安區大安路一段,22.2年,店面,139.02,77.53,2廳4衛,1-2樓/8樓,兩個以上車位,22000,5918GG
北捷公寓五樓,台北市北投區新市街,39.7年,公寓,28.8,24.26,4房3廳2衛(含加蓋1房1廳1衛),5樓/5樓,無車位,1460,9134PZ
中正東門捷運車庫三房,台北市大安區信義路二段,49.4年,公寓,31,27.59,3房2廳2衛1室(含加蓋1室),1樓/4樓,無車位,5880,5355QM
降價世新景美三角窗金店面景興碩園大樓,台北市文山區景興路,33.8年,店面,37.73,23.21,1房1廳1衛,1樓/13樓,無車位,4680,33802W
店長推薦稀有面寬北安透天,台北市中山區北安路,61.1年,店面,45.1,41.29,2廳1衛1室(含加蓋1衛1室),1-2樓/2樓,無車位,16000,72623D
近港墘捷運人潮店面長虹虹觀,台北市內湖區內湖路一段,14.0年,店面,60.45,22,1廳1衛,1樓/14樓,兩個以上車位,6000,7223JK
稀有戀戀台大戀戀台大,台北市中正區羅斯福路四段,19.8年,大樓,11.02,7.38,1房1廳1衛(含加蓋1房),10樓/15樓,無車位,1698,6409MB
德昌街優質採光美寓,台北市萬華區德昌街,39.6年,公寓,49.06,36.07,4房2廳2衛(含加蓋1廳),5樓/5樓,坡道平面車位,2250,0642FR
稀有上林苑獨棟美墅上林苑,台北市信義區青雲街,39.8年,透天,102.9,71.38,3房2廳6衛1室(含加蓋4衛1室),B1-3樓/3樓,無車位,7980,4136PF
【稀有】低總價透天厝,台北市大安區通化街,35.0年,透天,33.42,33.42,2房2廳3衛,1-3樓/3樓,無車位,2599,8917RG
綠地環繞大面寬彩虹透天,台北市南港區研究院路二段,31.7年,透天,79.53,30.74,5房2廳4衛(含加蓋2房1衛),B1-2樓/2樓,兩個以上車位,3800,6829LF
捷運靜巷大空間雙層公寓,台北市信義區富陽街,49.6年,公寓,35.23,35.23,4房4廳3衛(含加蓋2房2廳1衛),4樓/4樓,無車位,2998,1965NC
醉夢溪畔電梯美景樓中樓,台北市文山區樟新街,35.0年,華廈,61.14,45.06,6房3廳3衛(含加蓋2房1廳1衛),6-7樓/7樓,坡道平面車位,3280,1411MR
未來捷運世外桃源大空間,台北市文山區木柵路二段,38.1年,公寓,39.97,30.11,3房2廳2衛,5樓/5樓,無車位,1880,9627WV
南京三民站電梯管理兩房,台北市松山區南京東路五段,32.3年,大樓,24.1,13.08,2房2廳1衛1室(含加蓋1衛1室),2樓/15樓,無車位,1980,7263ZW
信義捷運電梯頂加景觀花園杜邦雲漢廣場,台北市大安區信義路四段,47.3年,華廈,50.25,38.17,5房3廳3衛3室(含加蓋1房1廳1衛2室),7樓/7樓,無車位,6488,1135HZ
名人首席政大電梯豪奢別墅文山名人,台北市文山區政大一街,17.5年,透天,102.06,67.9,5房2廳4衛1室,B1-4樓/4樓,坡道平面車位,6200,4194HP
萬華收租自用好居所,台北市萬華區德昌街,43.9年,公寓,31.47,22.69,2房2廳1衛,1樓/5樓,無車位,1900,9870XX
大空間邊間採光頂加美寓,台北市萬華區武成街,50.5年,公寓,30.99,25.39,5房4廳3衛1室(含加蓋2房2廳2衛1室),4樓/4樓,無車位,1628,2542YU
北投三面採光電梯帶車位,台北市北投區泉源路,27.8年,華廈,52.3,28.72,3房2廳2衛2室(含加蓋2房1室),3樓/10樓,升降平面車位,2180,3341PP
